age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
22, Private,161532, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35.0, United-States, <=50K
18, Private,163332, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,22.0, United-States, <=50K
21, Private,165107, Some-college,10, Never-married, Priv-house-serv, Own-child, White, Female,0,0,40.0, United-States, <=50K
23, Private,522881, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35.0, Mexico, <=50K
18, Private,395567, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40.0, United-States, <=50K
22, Private,235853, 9th,5, Never-married, Sales, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
24, Private,161092, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40.0, United-States, >50K
23, Private,223019, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40.0, United-States, <=50K
20, Private,266400, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,48.0, United-States, <=50K
23, Private,433669, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
20, Self-emp-not-inc,217404, 10th,6, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40.0, United-States, <=50K
21, Private,294295, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40.0, United-States, <=50K
24, Local-gov,461678, 10th,6, Never-married, Other-service, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
21, Private,109952, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50.0, United-States, <=50K
24, Private,262570, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
19, State-gov,354104, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,10.0, United-States, <=50K
23, Private,218782, 10th,6, Never-married, Handlers-cleaners, Other-relative, Other, Male,0,0,40.0, United-States, <=50K
19, Private,169758, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,35.0, United-States, <=50K
18, Self-emp-inc,119422, HS-grad,9, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,30.0, India, <=50K
20, State-gov,41103, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20.0, United-States, <=50K
21, Private,20728, HS-grad,9, Never-married, Sales, Own-child, White, Female,4101,0,40.0, United-States, <=50K
20, Private,91939, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,1721,30.0, United-States, <=50K
22, Private,167868, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,30.0, United-States, <=50K
23, Private,235894, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55.0, United-States, <=50K
21, Private,189888, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,3325,0,60.0, United-States, <=50K
21, Private,250051, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,10.0, United-States, <=50K
18, Private,163787, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15.0, United-States, <=50K
20, Private,188612, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,38.0, Nicaragua, <=50K
21, Private,307315, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40.0, United-States, <=50K
24, Private,237928, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,39.0, United-States, <=50K
21, Private,197182, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
21, Private,198431, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
22, Private,113936, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40.0, United-States, <=50K
22, Private,318915, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,40.0, United-States, <=50K
23, Federal-gov,320294, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
21, Private,175800, HS-grad,9, Never-married, Prof-specialty, Unmarried, White, Female,0,0,55.0, United-States, <=50K
19, Private,199441, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
24, Private,185452, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,50.0, United-States, <=50K
23, Private,173851, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
19, Private,123416, 12th,8, Separated, Prof-specialty, Own-child, White, Female,1055,0,40.0, United-States, <=50K
22, Private,151105, Some-college,10, Never-married, Sales, Other-relative, White, Female,0,0,18.0, United-States, <=50K
19, Private,69927, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,16.0, United-States, <=50K
19, Without-pay,344858, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,20.0, United-States, <=50K
17, Private,268276, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,12.0, United-States, <=50K
21, Private,72593, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40.0, United-States, <=50K
22, Private,215395, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,1602,10.0, United-States, <=50K
24, Federal-gov,29591, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40.0, United-States, <=50K
23, Private,109952, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60.0, United-States, <=50K
19, Private,145844, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50.0, United-States, <=50K
19, Private,250639, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,24.0, United-States, <=50K
20, Federal-gov,119156, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Male,0,0,20.0, United-States, <=50K
22, Private,370548, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30.0, United-States, <=50K
20, Private,120572, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,12.0, United-States, <=50K
22, Private,216867, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40.0, Mexico, <=50K
19, Private,302945, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,10.0, Thailand, <=50K
20, Private,262749, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,35.0, United-States, <=50K
21, Private,77759, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15.0, United-States, <=50K
20, Private,211345, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20.0, United-States, <=50K
21, Private,227986, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40.0, United-States, <=50K
23, Private,239539, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40.0,Tatooine, <=50K
20, Private,174685, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40.0, United-States, <=50K
23, Federal-gov,350680, Assoc-acdm,12, Never-married, Exec-managerial, Own-child, White, Female,0,0,40.0, Poland, <=50K
18, Private,115215, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,25.0, United-States, <=50K
18, Private,182042, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,19.0, United-States, <=50K
19, Private,46162, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,25.0, United-States, <=50K
21, Private,119309, Some-college,10, Never-married, Tech-support, Own-child, White, Male,0,1602,16.0, United-States, <=50K
19, Private,418176, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,32.0, United-States, <=50K
23, Private,262744, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40.0, United-States, <=50K
24, Private,177287, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30.0, United-States, <=50K
24, Private,285432, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,40.0, United-States, <=50K
20, Private,41721, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,60.0, United-States, <=50K
23, Private,274797, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25.0, United-States, <=50K
22, Private,152744, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40.0,Tatooine, <=50K
22, Private,249727, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,30.0, United-States, <=50K
23, State-gov,298871, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40.0, Vietnam, <=50K
20, Private,256211, Some-college,10, Never-married, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male,0,0,40.0, Vietnam, <=50K
17, Local-gov,148194, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,12.0, United-States, <=50K
19, Private,217769, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,15.0, United-States, <=50K
24, Private,113466, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
19, Private,280146, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20.0, United-States, <=50K
24, Private,236696, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,30.0, United-States, <=50K
24, Private,112706, Assoc-voc,11, Never-married, Tech-support, Own-child, White, Male,0,0,40.0, United-States, <=50K
20, Private,205895, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20.0, United-States, <=50K
19, Private,244115, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,30.0, United-States, <=50K
21, Self-emp-not-inc,409230, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,30.0, United-States, <=50K
24, Private,126568, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,33.0, United-States, <=50K
22, Private,211968, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40.0, United-States, <=50K
19, Private,113546, 11th,7, Never-married, Craft-repair, Not-in-family, White, Male,0,0,56.0, United-States, <=50K
24, Private,227070, 10th,6, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40.0, United-States, <=50K
21, Private,212407, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40.0, United-States, <=50K
19, Private,201743, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,26.0, United-States, <=50K
17, Private,156736, 10th,6, Never-married, Sales, Unmarried, White, Female,0,0,12.0, United-States, <=50K
24, Private,257500, HS-grad,9, Separated, Machine-op-inspct, Own-child, Black, Female,0,0,40.0, United-States, <=50K
23, Local-gov,129232, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40.0, United-States, <=50K
22, Private,100345, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,13550,0,55.0, United-States, >50K
19, Private,232368, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,35.0, United-States, <=50K
21, Private,225890, Some-college,10, Never-married, Other-service, Other-relative, White, Female,0,0,30.0, United-States, <=50K
24, State-gov,147147, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20.0, United-States, <=50K
21, Private,314182, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
24, Private,53942, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40.0, United-States, <=50K
18, Private,238401, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25.0, United-States, <=50K
17, Private,99161, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,8.0, United-States, <=50K
19, Private,304643, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,20.0, United-States, <=50K
23, Private,143032, Masters,14, Never-married, Prof-specialty, Own-child, White, Female,0,0,36.0, United-States, <=50K
19, Private,293928, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,20.0, United-States, <=50K
21, Private,208503, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,10.0, United-States, <=50K
22, Private,160120, 10th,6, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,30.0, United-States, <=50K
20, Private,32426, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,25.0, United-States, <=50K
22, State-gov,186634, 12th,8, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50.0, United-States, >50K
19, Private,97215, Some-college,10, Separated, Sales, Unmarried, White, Female,0,0,25.0, United-States, <=50K
20, Private,334633, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
24, Private,359828, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44.0, United-States, >50K
24, Private,585203, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,7688,0,40.680171776549685, United-States, >50K
18, Private,120781, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,20.0, United-States, <=50K
24, Private,261561, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
17, Private,41979, 10th,6, Never-married, Farming-fishing, Own-child, White, Male,0,0,40.0, United-States, <=50K
19, Private,29510, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20.0, United-States, <=50K
24, Private,194604, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,15.0, United-States, <=50K
23, Private,1038553, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40.680171776549685, United-States, <=50K
24, Private,168997, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40.0, United-States, <=50K
21, Private,149809, Assoc-acdm,12, Never-married, Sales, Own-child, White, Male,0,0,40.0, United-States, <=50K
22, Private,416165, Some-college,10, Never-married, Sales, Unmarried, White, Female,0,0,32.0, United-States, <=50K
23, Private,201145, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,65.0, United-States, <=50K
17, Private,52967, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,6.0, United-States, <=50K
18, Private,177578, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,38.0, United-States, <=50K
24, Private,509629, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,25.0, United-States, <=50K
20, Private,224217, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
17, Self-emp-inc,143034, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,4.0, United-States, <=50K
18, Private,374969, 10th,6, Never-married, Transport-moving, Not-in-family, White, Male,0,0,56.0, United-States, <=50K
